"OperationType","Title","PublicationDate","Guid","Description","DescriptionIsParsable","QuickDescription","Notes","SubChanges"
"Adding","Office 365 portal and shared","4/14/2016 12:48:53 PM","8e272aa8-da64-4453-8ce3-a78011351710","Adding 1 New FQDNs; 1/[Effective 4/14/2016. Required: Office 365 Portal. ER: No. Port: TCP 443. portal.microsoftonline.com]. Notes: This legacy FQDN redirects to portal.office.com. This FQDN will be removed soon.","True","Adding 1 New FQDNs","This legacy FQDN redirects to portal.office.com. This FQDN will be removed soon.",""
"Adding","Skype for Business Online","4/14/2016 12:48:53 PM","a41a3d57-f9eb-4cda-988b-decc6f75aace","Adding 3 New FQDNs; 1/[Effective 4/14/2016. Optional: Federation with Skype and public IM connectivity: Contact picture retrieval. ER: No. Port: TCP 443. *.api.skype.com], 2/[Effective 4/14/2016. Optional: Federation with Skype and public IM connectivity: Contact picture retrieval. ER: No. Port: TCP 443. *.users.storage.live.com], 3/[Effective 4/14/2016. Optional: Federation with Skype and public IM connectivity: Skype Search. ER: No. Port: TCP 80. Graph.skype.com]. Notes: optional FQDNs to support federation with skype and public IM connectivity. If youĂ˘â‚¬â„˘re not using this feature, enabled by enabling the public IM connectivity feature in the Skype for Business Online admin interface, you do not need to be able to reach these FQDNs. The wildcards represent unique identifiers.","True","Adding 3 New FQDNs",,""
,"Office 365 ProPlus","4/20/2016 7:08:01 PM","04cfc402-afd6-4018-af81-06dfb303bfd5","Adding 2 New FQDNs; 1/[Effective 4/8/2016. Required: Office 365 ProPlus download. ER: No. Port: TCP 80 &amp; 443. officecdn.microsoft.com.edgesuite.net], 2/[Effective 4/8/2016. Required: Office 365 ProPlus download. ER: No. Port: TCP 80 &amp; 443. officecdn.microsoft.com.edgekey.net]. Notes: Clarifying, these were added previously and the RSS entry was removed during troubleshooting of the RSS feed GUID problem. Adding it back to ensure all entries are logged here.","False",,,
"Adding","Office 365 ProPlus","4/20/2016 7:08:01 PM","fd6018ef-8106-4dfa-b04b-fc5029fe7007","Adding 1 New FQDNs; 1/[Effective 4/22/2016. Required: Office 365 shared infrastructure. ER: No. Port: TCP 443. officeclient.microsoft.com]. Notes: runtime client configuration for Office 365 ProPlus.","True","Adding 1 New FQDNs","runtime client configuration for Office 365 ProPlus.",""
"InfoONly","SharePoint Online","4/20/2016 7:08:01 PM","dfb303bf-d502-49fe-b107-efa204cfc402","Notes: Clarifying Port 80 is required for row four and five.","True","Information - read description",,""
"Adding","Office 365 Portal and shared","4/20/2016 7:08:01 PM","304cfc40-29fe-4701-bef9-205dfb303bfd","Adding 7 New FQDNs; 1/[Effective 5/22/2016. Optional: Office 365 shared infrastructure. ER: No. Port: TCP 443. nexusrules.officeapps.live.com], 2/[Effective 5/22/2016. Optional: Cloud App Security. ER: No. Port: TCP 443. *.Portal.cloudappsecurity.com], 3/[Effective 5/22/2016. Optional: Security and Compliance export. ER: No. Port: TCP 443. protection.office.com], 4/[Effective 5/22/2016. Optional: Security and Compliance export. ER: No. Port: TCP 443. *.blob.core.windows.net], 5/[Effective 5/22/2016. Optional: Security and Compliance export. ER: No. Port: TCP 443. office365zoom.cloudapp.net], 6/[Effective 5/22/2016. Optional: Security and Compliance export. ER: No. Port: TCP 443. equivioprod*.cloudapp.net], 7/[Effective 5/22/2016. Optional: Security and Compliance export. ER: No. Port: TCP 443. zoom-cs-prod*.cloudapp.net]. Notes: Additional FQDN for the shared infrastructure, cloud app security, and compliance exports.","True","Adding 7 New FQDNs",,""
"Adding","Office 365 Portal and shared","4/20/2016 7:08:01 PM","cfc402af-e701-47ef-9205-dfb303bfd501","Adding 3 New IP_Sets; 1/[Effective 5/22/2016. Optional: Cloud App Security. ER: No. Port: TCP 443. 104.42.231.28], 1/[Effective 5/22/2016. Optional: Cloud App Security. ER: No. Port: TCP 443. 104.209.35.177], 1/[Effective 5/22/2016. Optional: Cloud App Security. ER: No. Port: TCP 443. 13.91.98.185]. Notes: Additional IP addresses for Cloud App Security.","True","Adding 3 New IP_Sets","Additional IP addresses for Cloud App Security.",""
"InfoONly","Office 365 endpoints rss feed","4/20/2016 7:08:01 PM","fd5019fe-8106-4efa-a04c-fc402afe6017","Notes: The RSS feed generation is duplicating GUIDs, some RSS readers aren't reporting new entries as a result. This is currently under investigation and the RSS feed will be updated after resolution.","True","Information - read description",,""
"Adding","Office Online","4/29/2016 5:53:13 PM","4cfc402a-fd60-418e-b810-6dfb303bfd50","Adding 2 New IP_Sets; 1/[Effective 5/1/2016. Required: Office Online. ER: Yes. Port: TCP 443. 40.76.54.124],2/[Effective 5/1/2016. Required: Office Online. ER: Yes. Port: TCP 443. 104.215.194.17]. Notes: Adding two IP addresses that are effective 5/1.","True","Adding 2 New IP_Sets","Adding two IP addresses that are effective 5/1.",""
"Removing","Office Online","4/29/2016 5:53:14 PM","fa304bfc-5029-4fe7-907e-f9205cfb403a","Removing 8 Old IP_Sets; 1/[Effective 6/1/2016. Required: Office Online. ER: Yes. Port: TCP 443. 13.92.126.26], 2/[Effective 6/1/2016. Required: Office Online. ER: Yes. Port: TCP 443. 23.103.183.0/26], 3/[Effective 6/1/2016. Required: Office Online. ER: Yes. Port: TCP 443. 40.112.215.106], 4/[Effective 6/1/2016. Required: Office Online. ER: Yes. Port: TCP 443. 40.121.80.219], 5/[Effective 6/1/2016. Required: Office Online. ER: Yes. Port: TCP 443. 134.170.27.64/26], 6/[Effective 6/1/2016. Required: Office Online. ER: Yes. Port: TCP 443. 134.170.48.0/26], 7/[Effective 6/1/2016. Required: Office Online. ER: Yes. Port: TCP 443. 134.170.65.64/26], 8/[Effective 6/1/2016. Required: Office Online. ER: Yes. Port: TCP 443. 134.170.170.64/26]. Notes: removing endpoints that are no longer in use by Office Online, remove at your earliest convenience.","True","Removing 8 Old IP_Sets",,""
"Removing","Office 365 Portal and Shared","4/29/2016 5:53:15 PM","205cfb40-3afd-4601-8ef8-106dfa304bfc","Removing 2 Old IP_Sets; 1/[Effective 6/1/2016. Required: Portal and Shared. ER: Yes. Port: TCP 443. 134.170.0.0/16], 2/[Effective 6/1/2016. Required: Portal and Shared. ER: Yes. Port: TCP 443. 111.221.16.0/21]. Notes: These two large ranges are no longer required for portal and shared. There are smaller ranges within 134.170.0.0/16 that have been added over the last six months and advertised on Azure ExpressRoute. It is recommended that you validate your rules include these smaller ranges as appropriate before removing at your convenience.","True","Removing 2 Old IP_Sets","These two large ranges are no longer required for portal and shared. There are smaller ranges within 134.170.0.0/16 that have been added over the last six months and advertised on Azure ExpressRoute. It is recommended that you validate your rules include these smaller ranges as appropriate before removing at your convenience.",""
"Removing","Office 365 Authentication and identity","4/29/2016 5:52:16 PM","f9205cfb-303b-4fd6-818f-e8106dfa204c","Removing 3 Old IP_Sets; 1/[Effective 6/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 157.56.0.0/16], 2/[Effective 6/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 191.234.6.0/24], 3/[Effective 6/1/2016. Required: Authentication and identity. ER: Yes. Port: TCP 443. 132.245.0.0/16]. Notes: These two large ranges are no longer required for portal and shared. There are smaller ranges within both of these subnets that have been added over the last six months and advertised on Azure ExpressRoute. It is recommended that you validate your rules include these smaller ranges as appropriate before removing at your convenience.","True","Removing 3 Old IP_Sets","These two large ranges are no longer required for portal and shared. There are smaller ranges within both of these subnets that have been added over the last six months and advertised on Azure ExpressRoute. It is recommended that you validate your rules include these smaller ranges as appropriate before removing at your convenience.",""
"InfoONly","Skype for Business Online","4/29/2016 5:52:17 PM","c402afe6-017e-4f92-85df-b303bfd5019f","Note: Effective 6/1/2016 - Adding UDP 3479, 3480, & 3481 to rows 6, 7, & 8 of the Skype for Business online section. These additional ports will be required to accommodate improvements to Audio, Video, and Desktop sharing.","True","Information - read description",,""
"Removing","Skype for Business Online","4/29/2016 5:52:18 PM","02afe701-7ef9-4205-9fb3-03bfd5018fe8","Removing 48 Old IP_Sets; 1/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.128.128/25], 2/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.129.0/25], 3/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.129.128/26], 4/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.129.143], 5/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.130.0/25], 6/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.130.128/26], 7/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.130.192/26], 8/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.131.0/25], 9/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.131.128/26], 10/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.132.0/25], 11/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.133.0/25], 12/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.134.0/25], 13/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.134.128/25], 14/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.135.128/25], 15/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.136.0/25], 16/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.136.128/25], 17/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.137.0/25], 18/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.137.128/25], 19/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.138.0/25], 20/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.138.128/25], 21/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.139.128/25], 22/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.140.0/25], 23/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.140.128/25], 24/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.141.0/25], 25/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.141.128/25], 26/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.142.128/25], 27/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.144.128/25], 28/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.145.0/25], 29/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.145.128/25], 30/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.160.0/26], 31/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.160.128/26], 32/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.160.64/26], 33/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.161.128/26], 34/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.161.192/26], 35/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.162.0/26], 36/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.162.128/26], 37/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.162.192/26], 38/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.162.64/26], 39/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.163.0/26], 40/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.163.128/26], 41/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.163.192/26], 42/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.163.64/26], 43/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.164.0/26], 44/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.164.192/26], 45/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.165.0/26], 46/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.166.128/26], 47/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.166.192/26], 48/[Effective 6/1/2016. Required: Skype for Business Online. ER: Yes. Port: TCP 443. 131.253.166.64/26]. Notes: These IP ranges were consolidated to 131.253.128.0/19 & 131.253.160.0/20 on March 29, 2016. Since that time, the consolidated ranges have been advertised via Azure ExpressRoute. As a result we are removing the smaller ranges. You can safely remove them at your convenience.","True","Removing 48 Old IP_Sets",,""
"Removing","Exchange Online","4/29/2016 5:52:19 PM","d5019fe8-106e-4fa2-84cf-c402afe6018e","Removing 5 Old IP_Sets; 1/[Effective 6/1/2016. Required: Exchange Online. ER: Yes. Port: TCP 443. 157.56.0.0/16], 2/[Effective 6/1/2016. Required: Exchange Online. ER: Yes. Port: TCP 443. 111.221.23.128/25], 3/[Effective 6/1/2016. Required: Exchange Online. ER: Yes. Port: TCP 443. 111.221.66.0/25], 4/[Effective 6/1/2016. Required: Exchange Online. ER: Yes. Port: TCP 443. 111.221.69.128/25], 5/[Effective 6/1/2016. Required: Exchange Online. ER: Yes. Port: TCP 443. 111.221.112.0/21]. Notes: These IP ranges have either been replaced by a more specific subset, been consolidated, or have had the infrastructure associated with them decommissioned. The smaller and consolidated subnets (157.56.24.0/25, 157.56.96.16/28, 157.56.96.224/29, 157.56.96.232/29, 157.56.106.128/28, 157.56.232.0/21, 157.56.240.0/20) were added in March. Since that time, the ranges have been advertised via Azure ExpressRoute. As a result, we are removing these ranges. You can safely remove them at your convenience.","True","Removing 5 Old IP_Sets",,""
"Adding","OneNote","5/3/2016 11:25:45 AM","fc5029fe-7107-4ef9-a05c-fb403afd6018","Adding 16 New IP_Sets; 1/[Effective 6/1/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 13.73.106.160], 2/[Effective 6/1/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 13.73.117.164], 3/[Effective 6/1/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 13.75.158.234], 4/[Effective 6/1/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 13.78.58.132], 5/[Effective 6/1/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 13.79.161.29], 6/[Effective 6/1/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 23.99.92.12], 7/[Effective 6/1/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 23.101.62.52], 8/[Effective 6/1/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 40.74.119.255], 9/[Effective 6/1/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 40.74.129.10], 10/[Effective 6/1/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 40.115.251.30], 11/[Effective 6/1/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 40.117.40.63], 12/[Effective 6/1/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 40.118.97.54], 13/[Effective 6/1/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 40.126.226.14], 14/[Effective 6/1/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 52.160.98.52], 15/[Effective 6/1/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 104.40.218.86], 16/[Effective 6/1/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 104.209.130.88]. Notes: Adding new IP addresses that represent new capacity for OneNote notebooks.","True","Adding 16 New IP_Sets","Adding new IP addresses that represent new capacity for OneNote notebooks.",""
"Adding","Skype for Business Online","5/3/2016 11:25:45 AM","107ef920-5cfb-4403-afd6-018ef8106dfa","Adding 8 New FQDNs; 1/[Effective 5/3/2016. Required: Skype Meeting Broadcast presenter and attendee. ER: No. Port: TCP 443. browser.pipe.aria.microsoft.com], 2/[Effective 5/3/2016. Required: Skype Meeting Broadcast presenter and attendee. ER: No. Port: TCP 443.mlccdn.blob.core.windows.net], 3/[Effective 5/3/2016. Required: Skype Meeting Broadcast presenter and attendee. ER: No. Port: TCP 443. ajax.aspnetcdn.com], 4/[Effective 5/3/2016. Required: Skype Meeting Broadcast presenter and attendee. ER: No. Port: TCP 443. *.msecnd.net], 5/[Effective 5/3/2016. Required: Skype Meeting Broadcast attendee. ER: No. Port: TCP 443. amp.azure.net], 6/[Effective 5/3/2016. Required: Skype Meeting Broadcast attendee. ER: No. Port: TCP 443. pipe.skype.com], 7/[Effective 5/3/2016. Required: Skype Meeting Broadcast attendee. ER: No. Port: TCP 443. *.streaming.mediaservices.windows.net], 8/[Effective 5/3/2016. Required: Skype Meeting Broadcast attendee. ER: No. Port: TCP 443. *.keydelivery.mediaservices.windows.net]. Notes: Further detailing the FQDNs required to use the presenter and attendee features of Skype Meeting Broadcast.","True","Adding 8 New FQDNs","Further detailing the FQDNs required to use the presenter and attendee features of Skype Meeting Broadcast.",""
"Adding","Office Online","5/18/2016 3:08:41 PM","029fe710-7ef9-4205-8fb4-03afd6018ff8","Adding 2 New IP_Sets; 1/[Effective 5/31/2016. Required: Office Online. ER: Yes. Port: TCP 443. 13.88.254.212], 2/[Effective 5/31/2016. Required: Office Online. ER: Yes. Port: TCP 443. 40.86.230.88]. Notes: Adding additional endpoints for Office Online. These endpoints wonĂ˘â‚¬â„˘t be available via ExpressRoute until 7/1/2016.","True","Adding 2 New IP_Sets","Adding additional endpoints for Office Online. These endpoints wonĂ˘â‚¬â„˘t be available via ExpressRoute until 7/1/2016.",""
"Adding","SharePoint Online","5/18/2016 3:08:39 PM","2afe6018-ef91-405d-bb30-3bfd5029fe71","Adding 12 New FQDNs; 1/[Effective 5/18/2016. Optional: embedded email links. ER: No. Port: TCP 80 & 443. click.email.microsoftonline.com], 2/[Effective 5/18/2016. Required: OneDrive for Business: Oauth login with AAD. ER: Yes. Port: TCP 443. login.microsoftonline.com], 3/[Effective 5/18/2016. Optional: OneDrive for Business: supportability and telemetry. ER: No. Port: TCP 443. Mobile.pipe.aria.microsoft.com], 4/[Effective 5/18/2016. Required: OneDrive for Business: Determines consumer v commercial. ER: No. Port: TCP 443. nexus.officeapps.live.com], 5/[Effective 5/18/2016. Required: OneDrive for Business: Determines consumer v commercial. ER: No. Port: TCP 443. officeclient.microsoft.com/config16], 6/[Effective 5/18/2016. Required: OneDrive for Business: Determines consumer v commercial. ER: No. Port: TCP 80. odc.officeapps.live.com/odc/emailhrd], 7/[Effective 5/18/2016. Required: OneDrive for Business update verification and download. ER: No. Port: TCP 80 & 443. Oneclient.sfx.ms], 8/[Effective 5/18/2016. Optional: OneDrive for Business: supportability and telemetry. ER: No. Port: TCP 443. ssw.live.com], 9/[Effective 5/18/2016. Optional: APIs to allow users to get help and retrieve logs to diagnose. ER: No. Port: TCP 443. storage.live.come/ClientLogs], 10/[Effective 5/18/2016. Optional: APIs to allow users to get help and retrieve logs to diagnose. ER: No. Port: TCP 443. storage.live.com/SendFeedback], 11/[Effective 5/18/2016. Optional: OneDrive for Business: supportability and telemetry. ER: No. Port: TCP 443. watson.telemetry.microsoft.com], 12/[Effective 5/18/2016. Required: Client push notification. ER: No. Port: TCP 443. wns.windows.com]. Notes: Added required and optional endpoints to support OneDrive for Business.","True","Adding 12 New FQDNs","Added required and optional endpoints to support OneDrive for Business.",""
"Adding","Skype for Business","5/18/2016 3:08:40 PM","fb403afd-6018-4fe8-906d-fa304bfc5029","Adding 1 New IP_Sets; 1/[Effective 7/1/2016. Required: Required for Skype for Business Online. ER: Yes. Port: TCP 443. 52.112.0.0/15]. Notes: Adding new range for Skype for Business edge nodes.","True","Adding 1 New IP_Sets","Adding new range for Skype for Business edge nodes.",""
"Adding","OneNote Online","5/18/2016 3:08:36 PM","f9205cfb-403a-4fd6-818f-e8106dfa304b","Adding 2 New IP_Sets; 1/[Effective 5/18/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 13.82.54.72/32], 2/[Effective 5/18/2016. Optional: Required for OneNote notebooks. ER: No. Port: TCP 443. 13.93.219.105/32]. Notes: Adding two additional endpoints for OneNote.","True","Adding 2 New IP_Sets","Adding two additional endpoints for OneNote.",""
"Removing","Exchange Online","6/1/2016 12:22:34 PM","6efa204c-fc40-42af-a601-8ef9105dfb30","Removing 10 New IP_Sets; 1/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 40.96.0.0/16], 2/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 40.97.0.0/16], 3/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 40.98.0.0/16], 4/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 40.99.0.0/16], 5/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 40.100.0.0/16], 6/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 40.101.0.0/16], 7/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 40.102.0.0/16], 8/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 40.103.0.0/16], 9/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 40.104.0.0/16], 10/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 40.105.0.0/16]. Notes: Removing ranges that were replaced with a larger subnet.","True","Removing 10 New IP_Sets","Removing ranges that were replaced with a larger subnet.",""
"Adding","Exchange Online","6/1/2016 12:22:35 PM","106efa20-4cfc-4402-afd6-018ef9105dfb","Adding 30 New IP_Sets; 1/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.1.128/25], 2/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.2.0/23], 3/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.4.0/22], 4/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.8.0/21], 5/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.16.0/20], 6/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.32.0/19], 7/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.64.0/19], 8/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.96.0/20], 9/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.113.128/25], 10/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.114.0/23], 11/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.116.0/22], 12/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.120.0/21], 13/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.129.128/25], 14/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.130.0/23], 15/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.132.0/22], 16/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.136.0/21], 17/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.144.0/20], 18/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.160.0/19], 19/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.193.128/25], 20/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.194.0/23], 21/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.196.0/22], 22/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.200.0/21], 23/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.209.128/25], 24/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.210.0/23], 25/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.212.0/22], 26/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.216.0/21], 27/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.224.0/19], 28/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 13.107.6.152/31], 29/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 13.107.9.152/31], 30/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 157.56.96.224/28]. Notes: Adding new ranges to reduce the IP overlap between services.","True","Adding 30 New IP_Sets","Adding new ranges to reduce the IP overlap between services.",""
"Adding","Exchange Online","6/1/2016 12:22:36 PM","9205cfb4-03af-4d60-98ff-8106dfa304bf","Adding 6 New IP_Sets; 1/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 13.107.18.10/31], 2/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 13.107.19.10/31], 3/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 2620:1ec:c::10], 4/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 2620:1ec:c::11], 5/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 2620:1ec:d::10], 6/[Effective 7/1/2016. Required: Exchange Online. ExpressRoute: Yes. 2620:1ec:d::11]. Notes: Adding additional edge nodes.","True","Adding 6 New IP_Sets","Adding additional edge nodes.",""
"Adding","Skype for Business Online","6/1/2016 12:22:37 PM","a204cfc4-02af-4d60-98ef-8105dfb303bf","Adding 4 New IP_Sets; 1/[Effective 7/1/2016. Required: Required for Skype for Business Online. ExpressRoute: Yes. 52.112.0.0/15], 2/[Effective 7/1/2016. Required: Required for Skype for Business Online. ExpressRoute: Yes. 104.44.200.0/23], 3/[Effective 7/1/2016. Required: Required for Skype for Business Online. ExpressRoute: Yes. 23.103.128.0/23], 4/[Effective 7/1/2016. Required: Required for Skype for Business Online. ExpressRoute: Yes. 23.103.130.0/24]. Notes: Adding new ranges to support consolidation and new edge nodes.","True","Adding 4 New IP_Sets","Adding new ranges to support consolidation and new edge nodes.",""
"Removing","Skype for Business Online","6/1/2016 12:22:38 PM","02afd601-8ef9-4105-9fb3-03bfd5029fe7","Removing 3 Old IP_Sets; 1/[Effective 7/1/2016. Required: Required for Skype for Business Online. ExpressRoute: Yes. 66.119.157.0/25], 2/[Effective 7/1/2016. Required: Required for Skype for Business Online. ExpressRoute: Yes. 111.221.17.128/27], 3/[Effective 7/1/2016. Required: Required for Skype for Business Online. ExpressRoute: Yes. 111.221.22.64/26]. Notes: Adding new ranges to support consolidation and new edge nodes.","True","Removing 3 Old IP_Sets","Adding new ranges to support consolidation and new edge nodes.",""
